Entry,RbCtlR1,RbCtlR2,RbCtlR3,RbCtlR4,RbTrtR1,RbTrtR2,RbTrtR3,RbTrtR4,RbTrtR5,RbTrtR6,RbTrtR7,RnaCtlR1,RnaCtlR2,RnaCtlR3,RnaTrtR1,RnaTrtR2,RnaTrtR3,RnaTrtR4,RnaTrtR5,RnaTrtR6 
FBgn0029848,0,0,0,0,0,0,3,0,0,0,0,1,2,3,2,1,1,0,4,2
FBgn0029849,74,72,96,52,132,61,64,38,82,50,30,1946,1843,1979,1833,1924,1568,1937,1808,1795
FBgn0003514,390,562,637,303,639,396,538,286,452,288,182,4371,4538,4736,5098,5214,4246,5028,4547,4647
FBgn0262730,30,57,50,18,47,19,17,5,28,8,5,7187,7199,8244,7214,7684,6853,8481,7098,6919
FBgn0029851,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
FBgn0023458,517,665,502,291,502,251,331,125,316,208,203,6591,7227,8128,9228,9589,7602,9404,7557,8530
FBgn0015818,85,76,85,61,93,64,75,52,62,40,37,3245,2921,3307,2700,2724,2578,3531,2981,2702
FBgn0040918,174,188,237,134,313,125,138,102,211,126,67,6946,6648,7525,6167,6303,5768,6969,6297,5929
FBgn0029853,11,10,14,5,11,5,6,1,4,0,3,972,851,956,830,785,752,934,850,788
FBgn0028982,329,459,464,200,524,264,395,250,363,201,187,5825,5761,6610,5994,6517,5542,6375,5482,5264
FBgn0029854,50,98,74,45,124,73,63,46,55,35,23,1682,1608,1761,1906,1865,1574,1955,1797,1746
FBgn0086558,220,288,468,187,584,309,458,225,355,228,202,29512,27435,32195,25268,24181,23655,27168,27173,21784
FBgn0029856,22,15,20,10,18,14,11,20,14,10,13,700,742,784,668,729,569,667,597,576
FBgn0026015,94,140,117,80,189,88,75,51,86,57,51,5176,5025,5722,4780,4624,4595,5971,5203,4578
FBgn0029857,72,145,131,83,159,67,92,59,105,57,35,1593,1624,1821,1454,1464,1343,1824,1667,1525
FBgn0028685,909,1344,1354,813,1529,749,1216,764,1107,706,543,10011,9134,10252,8173,7473,7737,9919,8780,7225
FBgn0029858,42,56,58,41,93,46,58,30,49,43,22,791,809,876,735,680,686,850,741,687
FBgn0029859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
FBgn0029860,97,112,208,83,160,103,112,95,119,57,57,953,781,866,741,745,682,785,689,675
FBgn0029861,84,175,72,65,185,47,71,61,94,71,30,5638,5165,5882,4495,4807,4342,6094,5068,4904
FBgn0043796,78,85,117,67,111,50,76,19,71,20,42,2739,2616,2899,2350,2295,2125,2909,2489,2265
FBgn0029863,0,2,0,0,1,2,0,2,4,0,0,10,5,5,4,7,6,7,9,3
FBgn0029864,0,1,2,0,0,0,0,0,0,0,0,6,8,6,11,9,14,13,11,11
FBgn0250869,86,112,102,72,114,46,114,73,89,71,70,10809,9876,11927,8066,7722,7967,8416,8458,7413
FBgn0029866,37,63,37,31,81,48,73,16,35,19,9,1958,1909,2242,1716,1584,1588,1468,1425,1156
FBgn0029867,135,171,166,60,179,96,141,77,138,65,46,4417,4319,5068,3640,3632,3712,4196,3938,3289
FBgn0029868,275,336,427,207,394,391,342,241,255,253,137,3554,3499,3493,3601,3672,3140,3997,3472,3358
FBgn0261955,216,243,271,112,267,154,168,109,137,136,77,6893,7126,7704,6901,7913,6072,7422,6615,7473
FBgn0003655,237,316,239,207,431,210,251,203,311,170,139,20257,18296,21736,16906,15497,16717,20836,19182,15501
FBgn0029870,317,411,538,185,494,322,361,225,381,207,143,10333,10121,11852,11249,12217,10745,12395,10969,11097
FBgn0003139,53,87,102,42,94,69,74,35,58,27,29,5047,4727,5436,4543,4603,4225,5060,4689,4240
FBgn0053664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0259242,0,2,0,0,4,0,0,2,0,0,0,47,55,60,95,113,99,93,72,74
FBgn0053667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0053665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0029873,9,15,8,3,15,6,23,1,7,9,1,4180,3927,4462,3721,3892,3750,4452,3935,3605
FBgn0029874,32,25,42,21,53,25,31,7,28,14,12,1315,1140,1383,1144,1130,1098,1313,1410,1196
FBgn0014031,6,5,24,1,2,4,5,3,5,2,17,30,27,31,58,41,22,29,68,23
FBgn0014026,1545,2896,2534,966,2640,1724,1863,1450,1719,1262,663,75678,79629,80994,115185,118674,98061,104588,99182,103429
FBgn0000524,22,39,23,14,45,29,15,13,17,9,4,5092,5062,5772,4348,4423,3989,5068,4354,4220
FBgn0085446,613,877,1297,573,896,837,839,633,1167,720,632,6756,7394,7837,13642,16359,12677,9593,10782,14280
FBgn0029877,0,0,0,0,1,0,0,0,0,0,0,6,6,3,11,16,12,4,6,8
FBgn0029878,86,126,99,64,166,94,117,64,134,67,39,1293,1565,1531,2324,2487,1973,2010,1977,2231
FBgn0029879,380,414,265,297,538,228,360,253,444,208,123,11459,10528,12297,10122,9863,9767,11418,10921,9851
FBgn0029881,20,33,31,24,25,26,10,11,21,16,5,783,747,876,741,738,661,641,614,700
FBgn0029880,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,2,0,1,0
FBgn0029882,567,715,635,374,969,426,701,410,752,351,335,4508,4580,5125,3766,3592,3603,4270,4212,3388
FBgn0028360,49,95,42,50,84,37,47,24,55,31,15,8468,7863,9152,7215,7568,6935,8975,7685,7605
FBgn0029885,235,345,439,166,418,227,315,204,314,182,117,2040,1992,2180,2120,2505,1917,2125,2100,1981
FBgn0062413,64,75,92,54,85,62,70,36,81,43,40,1742,1746,1922,1768,1800,1572,1853,1726,1677
FBgn0029887,14,30,14,9,27,27,26,13,10,6,4,2457,2248,2539,2523,2583,2400,2656,2380,2383
FBgn0025815,647,805,736,448,992,455,731,470,626,351,287,11838,10525,12517,8838,8663,8534,12166,10528,9415
FBgn0029888,268,236,316,159,188,146,150,172,231,179,101,1623,1662,1850,932,985,886,2001,1764,1666
FBgn0286222,297,489,415,246,639,322,324,224,394,187,146,10484,9883,11162,10804,11077,10099,12096,10639,10331
FBgn0029890,3,14,4,2,9,4,2,7,5,4,2,10,22,19,28,29,24,18,19,15
FBgn0029891,238,367,291,186,416,245,319,178,293,140,141,6438,6316,6917,6250,6655,5767,6705,6338,6199
FBgn0265362,25,34,28,10,50,33,45,10,31,12,10,13,13,11,9,20,12,16,7,11
FBgn0029892,46,55,115,17,47,36,42,33,37,21,19,632,600,672,720,758,728,807,787,723
FBgn0029893,38,66,38,22,73,24,42,15,28,14,12,12944,11958,13860,10326,10397,10046,13149,11226,10553
FBgn0029894,13,20,8,10,18,9,7,12,13,13,4,2084,1887,2154,1616,1644,1565,1796,1602,1518
FBgn0029895,39,37,56,18,61,21,40,23,43,16,24,797,880,921,1374,1537,1122,1031,949,1345
FBgn0029896,21,96,102,72,51,61,66,40,44,20,28,316,398,364,586,1198,467,277,390,512
FBgn0029897,863,1690,1400,510,1272,787,1038,682,785,630,353,34077,34743,34972,48997,51239,41125,45136,42137,45127
FBgn0029898,0,0,0,0,1,1,0,0,0,4,2,5,7,3,9,8,8,4,8,7
FBgn0286831,124,153,123,78,166,73,99,50,107,40,50,9480,9879,11387,9019,9890,8640,10289,8496,8940
FBgn0029502,94,186,201,131,194,110,187,82,138,81,60,1934,1694,2021,1594,1625,1439,1845,1779,1514
FBgn0003390,13,8,27,1,12,13,8,6,4,6,0,38,51,57,85,86,65,68,62,55
FBgn0259228,97,90,98,64,118,52,83,92,71,37,38,4182,4006,4475,4288,4461,3906,4917,4173,4306
FBgn0029903,75,132,198,107,177,112,119,70,116,90,77,8976,8998,10640,9046,9613,8756,10032,8660,8480
FBgn0086693,0,0,0,0,0,0,3,0,0,0,0,8,4,2,13,8,4,5,6,3
FBgn0029905,18,27,20,10,48,11,21,18,21,12,14,5945,5567,6115,4592,4876,4550,6005,4958,4780
FBgn0029906,14,31,25,18,40,28,24,26,35,16,4,795,781,892,903,954,733,1050,841,766
FBgn0029907,0,0,0,0,0,0,0,0,0,0,0,14,27,24,15,29,22,21,23,18
FBgn0263968,202,258,209,136,235,133,188,109,188,81,80,3995,4022,4459,4939,5386,4448,5461,4395,5030
FBgn0029909,0,0,0,0,0,1,0,0,0,0,0,2,4,1,6,5,4,5,1,6
FBgn0029911,19,30,46,23,59,21,20,15,31,20,16,4433,4206,5007,3940,4144,3874,4446,4309,3860
FBgn0029912,32,42,29,35,61,30,26,18,33,32,14,2584,2559,2769,2223,2167,2009,2865,2441,2353
FBgn0029913,48,51,45,45,66,39,53,36,55,51,25,723,687,847,558,598,514,650,602,592
FBgn0029914,20,45,12,26,52,28,32,15,33,32,10,3258,2910,3358,2780,2615,2760,3127,2863,2439
FBgn0029915,123,225,140,117,217,145,214,89,150,115,67,2115,2080,2228,1802,1836,1761,2320,2101,1599
FBgn0263993,137,215,201,101,220,101,151,108,123,98,58,10581,10648,12151,9593,10183,8867,11217,9433,9546
FBgn0029922,0,1,6,2,1,0,1,2,0,1,0,15,9,13,14,22,11,12,12,16
FBgn0052732,33,29,40,24,47,48,45,39,32,18,15,1980,1925,2242,1798,1840,1567,2143,1883,1681
FBgn0029924,178,324,274,186,366,194,247,149,204,138,93,5564,5196,6203,3410,3240,3170,4850,4364,3735
FBgn0029925,30,47,91,34,83,64,64,17,53,48,28,1660,1617,1767,1374,1327,1263,1490,1501,1299
FBgn0004646,151,160,301,88,170,172,130,111,142,121,48,1030,1216,1159,2467,3023,1922,1874,1728,2385
FBgn0261284,41,50,130,37,43,38,45,28,45,35,19,150,168,171,301,320,263,222,223,252
FBgn0027106,13,23,36,7,28,12,8,13,28,7,7,87,120,118,268,298,210,186,194,242
FBgn0027108,307,412,572,230,410,417,385,220,341,231,144,5444,5545,6378,6710,7103,6223,6529,5864,6097
FBgn0000330,150,161,148,106,231,103,148,116,172,112,77,1839,1775,1996,1603,1505,1403,1861,1721,1553
FBgn0052736,13,12,31,2,23,9,17,9,11,2,3,0,0,0,0,0,0,0,0,0
FBgn0259204,15,7,22,1,14,4,4,9,7,11,1,0,0,0,0,0,0,0,0,0
FBgn0029928,16,33,47,17,35,30,31,31,42,24,21,214,211,208,172,173,166,161,139,154
FBgn0029929,106,124,106,47,160,81,107,94,106,76,33,2930,2523,2902,2352,2015,2255,2943,2648,2216
FBgn0029930,0,0,1,0,0,6,1,0,0,0,0,19,21,18,62,60,39,29,42,35
FBgn0029931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0004143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0029932,3,9,8,3,5,0,8,14,8,5,1,28,21,28,64,93,56,72,88,77
FBgn0264270,159,185,284,82,237,185,186,110,170,88,90,8445,8543,10170,10027,10751,8894,9224,8713,9179
FBgn0029935,4,3,9,2,7,2,2,4,3,2,2,2297,2108,2563,1932,1955,1888,2256,2113,1854
FBgn0029936,119,142,169,102,200,94,117,111,129,85,81,1217,1149,1294,864,916,879,1021,993,903
FBgn0029937,26,38,37,28,40,24,47,12,24,7,14,1502,1285,1510,1298,1223,1301,1379,1258,1165
FBgn0027342,39,34,45,29,54,29,22,14,42,19,23,3752,4080,4698,3702,4026,3464,4189,3708,3670
FBgn0029939,1,1,3,1,5,0,0,1,2,3,0,90,134,114,173,193,173,176,136,184
FBgn0029940,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
FBgn0029941,274,367,349,268,574,314,303,195,359,231,145,17664,17042,19058,15299,14543,15101,18675,15721,14572
FBgn0029942,14,32,25,9,32,12,19,12,14,24,9,1868,1705,1994,1593,1363,1484,1554,1441,1123
FBgn0025549,4,13,6,4,15,5,8,1,4,4,1,7810,7129,8691,6819,6527,6539,7659,7140,5839
FBgn0024250,22,29,28,22,45,29,54,22,34,16,15,104,112,119,219,227,182,193,217,202
FBgn0029943,57,85,39,48,94,42,38,36,68,34,39,1538,1513,1736,1362,1386,1260,1428,1428,1275
FBgn0029944,40,32,47,34,56,27,28,25,40,26,19,4042,4244,4902,3790,4143,3533,4089,3933,3950
FBgn0029945,0,0,0,0,0,0,0,0,0,0,0,17,14,11,33,34,31,18,18,36
FBgn0261848,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2
FBgn0026144,1107,1538,1108,1117,1882,817,1287,807,1361,767,833,8005,8238,9171,7065,7308,6275,7001,6933,5575
FBgn0029946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
FBgn0029947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0029948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0261849,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0029949,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
FBgn0265265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0259098,1,6,0,2,1,0,1,4,3,3,1,4,2,2,5,13,9,6,8,11
FBgn0261615,0,0,1,0,127,42,58,0,0,0,1,0,0,0,0,2,1,0,1,1
FBgn0261616,0,0,0,0,21,12,5,0,1,1,0,1,0,0,0,0,0,1,0,0
FBgn0085366,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
FBgn0029950,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,3,0,1
FBgn0040922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0052726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0040923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0262827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0052719,2,2,6,2,4,6,0,0,3,0,1,17,9,25,33,35,23,31,25,24
FBgn0262612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0052720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0029951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0029952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0004198,51,64,52,34,66,39,55,34,36,35,18,193,280,238,598,594,463,410,354,485
FBgn0029504,105,110,125,72,176,95,172,89,148,97,65,2484,2747,2889,3937,4361,3124,3124,2827,3558
FBgn0029955,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2
FBgn0022786,189,199,170,109,164,78,101,95,131,77,43,5943,5396,6368,4826,4712,4718,6142,5355,4529
FBgn0027553,69,96,106,56,105,47,85,49,103,53,32,1375,1434,1674,1305,1302,1113,1394,1339,1274
FBgn0029957,19,19,41,16,44,27,14,16,29,13,4,1940,1959,2254,1661,1782,1617,1989,1680,1553
FBgn0029958,14,33,30,13,24,31,11,10,20,8,6,3027,3052,3441,2567,2668,2355,2860,2580,2624
FBgn0029959,44,69,96,39,85,60,62,75,65,62,21,1645,1601,1878,1568,1589,1397,1558,1464,1322
FBgn0016041,215,350,299,155,406,284,288,166,248,176,112,18085,17480,19714,17243,17416,16570,20324,18206,16992
FBgn0029961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0085367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0052718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0029962,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0
FBgn0029963,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0029964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0029965,0,1,1,0,0,0,0,0,0,0,0,4,6,4,2,11,5,5,8,2
FBgn0000427,1505,4770,3998,2072,4878,2955,2843,2212,4493,1863,804,2634,3314,841,3394,4442,1627,1571,1089,409
FBgn0029966,0,8,0,1,3,2,0,6,2,1,0,143,135,66,167,195,69,95,74,93
FBgn0259190,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,6,6,2,1,6
FBgn0259189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0259188,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,2,3,3,4
FBgn0029968,1,0,0,0,0,0,0,0,0,0,0,1,5,3,4,3,8,3,4,5
FBgn0029969,472,453,467,317,682,369,466,328,449,314,216,4327,4375,4607,3889,4109,3424,4540,3970,3693
FBgn0029970,179,224,199,171,241,93,201,109,179,86,89,2678,2536,3098,1640,1638,1774,2238,1958,1612
FBgn0266490,45,44,43,23,44,52,48,30,32,32,9,0,0,0,0,0,0,0,0,0
FBgn0029971,41,90,85,12,112,84,86,36,51,28,24,0,0,0,0,0,0,0,0,0
FBgn0040087,201,258,233,153,314,196,209,156,234,127,87,1455,1433,1651,1285,1285,1080,1406,1379,1297
FBgn0261592,1744,3614,3245,1774,3243,1681,2371,1648,2212,1311,1172,46192,47860,49020,68136,74188,55938,61710,61415,66022
FBgn0010292,220,289,332,124,312,191,265,171,228,174,103,2255,2279,2651,2404,2481,2356,2522,2461,2396
FBgn0029974,0,0,0,0,0,0,0,0,0,0,0,30,20,28,41,35,33,33,28,27
FBgn0029975,187,244,242,145,249,164,200,147,232,100,63,4455,4423,4815,3844,3927,3582,4222,3813,3424
FBgn0029976,22,22,45,18,37,21,33,14,19,7,12,5604,5623,6335,6256,6783,5848,6417,5956,5809
FBgn0029977,4,1,11,0,1,0,0,2,1,0,0,4,8,9,8,13,13,7,19,15
FBgn0260858,39,69,85,32,96,66,52,29,55,40,23,3851,3480,4054,3193,3156,2963,3611,3494,3115
FBgn0029979,353,464,549,211,564,414,404,261,412,214,199,13973,14691,17002,15261,15684,13267,15395,13047,14143
FBgn0029980,58,82,93,37,86,76,50,37,65,43,28,1916,1760,2124,1659,1643,1499,2078,1856,1680
FBgn0004403,151,395,404,111,263,272,237,133,165,135,57,20265,20136,21544,29195,29532,27164,28480,28196,25537
FBgn0004404,26,90,88,25,65,48,47,20,38,33,25,7472,7566,7313,10658,10265,9201,10163,8986,9607
FBgn0260970,217,291,265,141,284,81,135,106,165,102,53,12368,12501,14459,12150,13145,11526,14475,12129,12189
FBgn0027280,379,575,629,319,793,460,575,410,594,366,254,6620,6242,6998,8218,8282,7365,7721,7078,6824
FBgn0029986,0,0,0,0,0,0,0,0,0,0,0,8,7,3,8,13,2,6,8,10
FBgn0029987,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,1,0,0,0
FBgn0003656,175,235,195,157,259,154,157,117,185,113,90,12791,12387,14178,12822,12674,12170,14662,12398,11958
FBgn0003447,252,378,365,190,351,193,241,181,251,120,115,10226,9038,11103,8114,7893,8351,10066,9034,7908
FBgn0010329,0,1,0,1,0,0,0,0,2,0,0,2,3,1,3,4,2,2,5,1
FBgn0029989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,1,0
FBgn0029990,5,42,46,31,31,16,40,39,41,14,49,76,56,13,150,59,28,14,198,21
FBgn0004656,267,368,382,136,363,127,137,106,193,114,95,20594,21095,24959,22027,22633,20085,25158,20009,21437
FBgn0004657,526,702,815,397,798,418,681,381,611,387,308,4850,4870,5736,6573,6761,5725,6301,6134,6052
FBgn0029992,142,213,132,114,206,81,133,101,145,75,57,4351,4329,4877,4827,5092,4745,5664,5074,5396
FBgn0029993,0,0,0,0,0,0,0,1,0,0,0,2,0,2,4,2,2,3,6,1
FBgn0029994,0,7,2,0,1,0,0,1,0,0,3,7,8,3,25,21,12,11,21,10
FBgn0029995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0
FBgn0029996,44,56,61,29,58,33,41,35,48,40,16,27642,24887,29623,24284,23359,22861,26413,25308,22098
FBgn0029997,45,30,47,14,40,17,20,17,19,6,10,3789,3815,4526,3949,4053,3488,4200,3792,3496
FBgn0040319,150,249,267,137,232,113,186,111,173,114,105,4316,4268,4910,4324,4234,3990,4609,4191,3947
FBgn0029999,190,275,270,148,337,197,199,153,302,170,125,2852,2785,3174,2708,2692,2404,3193,2985,2847
FBgn0030000,269,268,316,144,354,173,231,173,257,182,132,2286,2120,2338,2216,2195,2114,2656,2424,2130
FBgn0030001,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,4,0,3,4,1
FBgn0030003,47,93,68,54,128,63,108,55,73,59,30,2616,2419,2790,2050,1927,1878,2526,2309,1978
FBgn0030004,5,0,6,0,0,2,1,1,1,1,1,165,175,173,212,185,175,195,194,180
FBgn0030005,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1,2,1
FBgn0025800,53,85,58,27,112,66,55,49,76,47,28,6655,6673,7614,7601,8007,6756,7990,7115,7151
FBgn0030006,26,28,51,24,39,13,27,42,32,20,20,578,548,552,511,456,392,532,457,410
FBgn0030007,340,427,340,248,518,282,376,222,353,207,166,5095,4641,5250,4195,4318,4004,5265,4813,4168
FBgn0030008,13,20,14,5,26,5,15,5,5,8,5,1851,1782,2001,1490,1393,1404,1733,1546,1328
FBgn0030009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0030010,11,13,7,7,13,11,16,3,15,2,6,1339,1291,1470,1054,971,1050,1137,1071,883
FBgn0030011,10,13,4,5,10,9,7,14,5,0,2,153,160,154,153,147,122,158,159,134
FBgn0030012,12,9,20,8,25,8,7,2,13,1,4,737,698,709,620,674,610,799,684,625
FBgn0265464,10,12,9,6,20,6,10,7,12,8,3,2100,1960,2314,1806,1884,1643,2112,1957,1950
FBgn0030013,44,52,44,32,68,25,36,27,56,19,10,2661,2437,2804,1978,1913,1860,2525,2245,1953
FBgn0030014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
FBgn0030015,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
FBgn0030016,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,5,1,2,5
FBgn0030017,0,0,0,0,1,0,0,0,0,0,0,75,92,116,166,200,140,140,113,156
FBgn0030018,60,72,103,40,63,24,64,10,37,41,26,10481,10570,12079,10556,11379,10249,11994,10442,9829
FBgn0261873,68,109,82,45,118,41,60,51,85,51,33,1748,1995,2015,3107,3493,2782,2550,2358,3000
FBgn0030025,23,86,107,41,118,69,52,10,68,39,23,2420,2214,2420,1967,1966,1843,2273,2133,1843
FBgn0030026,46,56,85,37,88,59,43,39,43,25,19,1299,1262,1452,1286,1218,1082,1370,1216,1118
FBgn0020653,1596,2584,2641,1181,2857,1715,1957,1282,1876,1134,845,17075,16951,18488,15724,14616,14517,18532,14991,13569
FBgn0017566,593,879,817,427,896,633,683,459,688,452,248,7757,7398,7959,8021,7574,7632,9270,8003,7498
FBgn0030027,0,2,14,1,6,0,2,2,10,2,0,10,6,9,8,6,6,12,10,2
FBgn0030028,81,96,143,40,101,72,102,60,76,37,45,1552,1515,1740,1255,1293,1133,1244,1296,1081
FBgn0030029,0,0,4,0,2,1,6,0,0,0,0,19,22,22,24,31,22,26,24,40
FBgn0030030,1,12,0,0,8,8,6,7,6,0,5,5042,4588,5613,4311,4360,4338,5091,4878,4239
FBgn0015519,0,0,0,1,2,0,2,0,0,0,1,36,25,36,68,56,44,39,46,65
FBgn0030033,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0
FBgn0030034,210,259,246,155,277,148,153,146,169,131,105,4460,4667,5254,5210,5363,4527,5794,4907,4896
FBgn0030035,344,372,385,216,411,221,271,203,318,232,160,3264,3063,3714,3004,2869,2787,3351,3017,2762
FBgn0262976,0,2,0,3,2,1,0,2,1,4,0,1674,1532,1854,1611,1791,1506,1495,1694,1556
FBgn0261793,63,108,83,41,109,52,75,31,73,30,20,14146,13964,16658,12656,13150,11768,14529,12805,11825
FBgn0052712,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,11,3,2,4,13
FBgn0030037,55,125,97,49,165,73,64,48,75,73,42,6150,5764,6568,5641,6122,5257,6513,5952,5719
FBgn0030038,654,860,732,493,998,603,720,414,778,444,390,10512,9968,11764,9959,9841,9453,11429,10435,8962
FBgn0030039,40,52,27,49,65,30,66,20,40,25,23,843,798,845,638,637,571,623,714,633
FBgn0021767,0,0,0,1,0,0,0,0,0,0,0,5,4,2,7,6,3,7,6,3
FBgn0052713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
FBgn0030040,258,290,278,184,324,174,266,191,292,142,112,450,443,395,1005,1079,771,820,942,1072
FBgn0023506,125,187,188,124,207,112,142,92,158,87,113,2312,2080,2345,1902,1859,1765,2147,1901,1706
FBgn0014032,144,148,134,88,201,98,134,87,150,78,79,2764,2634,3067,2382,1959,2276,2610,2573,2046
FBgn0053223,0,0,0,0,0,0,0,0,0,0,0,104,87,99,89,106,94,104,90,57
FBgn0030041,0,8,4,3,5,0,9,1,5,0,8,57,55,45,102,88,54,53,104,82
FBgn0014464,101,464,483,296,272,282,356,381,150,55,127,1660,998,1877,2036,5528,1341,923,240,2119
FBgn0014465,816,1376,353,927,1466,705,1828,1192,1499,149,256,2626,1195,474,1075,1197,1016,602,1550,690
FBgn0014466,281,563,102,488,607,370,878,518,663,111,86,2176,1606,376,1326,826,584,530,1032,545
FBgn0000359,1102,2410,3768,3269,2318,2140,3635,2379,2519,1135,385,15255,11217,11496,22293,33490,5999,10043,2624,15995
FBgn0000360,1690,3602,5048,3584,3117,2405,4236,2432,3036,1492,644,20819,14664,16960,31848,53997,9899,13263,3126,25072
FBgn0003023,325,470,655,294,597,395,467,240,412,252,183,24568,24486,28815,23500,23890,21832,26431,22808,22452
FBgn0053181,4,22,14,19,24,15,17,4,16,8,11,9259,8873,10154,8419,8780,8275,10910,9387,8558
FBgn0264975,678,887,1114,631,1007,864,836,596,976,588,460,3016,3010,3292,4875,5378,4472,3875,4105,4566
FBgn0024943,1,2,0,0,0,0,0,0,1,0,0,5,5,6,14,16,15,8,7,7
FBgn0026679,167,219,193,123,260,114,174,72,152,98,79,3481,3210,3758,2671,2825,2550,3726,3275,2998
FBgn0030048,15,32,25,24,44,25,47,15,32,35,11,2443,2275,2635,2144,1823,1894,2231,2453,1823
FBgn0030049,203,274,339,158,351,172,195,135,248,122,99,9237,8767,10340,7615,7842,7542,9665,8089,7341
FBgn0030050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
FBgn0030051,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,1,0,1,1,4
FBgn0030052,149,199,339,116,242,159,205,166,214,135,139,863,822,921,1314,1295,1091,1017,999,1080
FBgn0030053,15,28,22,22,35,14,11,5,23,7,5,3206,2949,3371,2805,2712,2698,3374,3169,2575
FBgn0040929,23,29,36,19,53,16,63,32,36,18,11,1216,1157,1225,981,951,785,1030,862,878
FBgn0025864,92,117,133,79,144,80,81,52,80,68,35,9352,9322,10390,9938,10549,9056,10680,9065,9039
FBgn0030054,375,465,324,174,433,134,201,174,287,123,93,17285,15821,18542,14067,13660,14353,18686,16092,14071
FBgn0004102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0
