gene_name,tpm_rbctr1,tpm_rbctr2,tpm_rbctr3,tpm_rnactr1,tpm_rnactr2,tpm_rnactr3,tpm_rnactr4,avg_rpf,avg_rna
Klk11,0.0,0.0,0.19212,0.0,0.0,0.05939,0.05447,0.06404,0.02847
Rnf212,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Spata3,0.0,0.19836,0.19212,0.59609,0.3249,0.29694,0.27237,0.13016,0.37258
Cdh16,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Klk5,0.0,0.19836,0.38424,0.0,0.0,0.0,0.0,0.1942,0.0
Mpig6b,0.0,0.19836,0.0,0.05419,0.0,0.0,0.0,0.06612,0.01355
Ankrd23,0.0,0.19836,0.0,1.46314,2.3826,2.07856,1.57976,0.06612,1.87602
Olfr693,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Ifi27l2b,0.0,0.19836,0.0,0.0,0.05415,0.05939,0.16342,0.06612,0.06924
Gucy2d,0.0,0.19836,0.0,0.05419,0.0,0.0,0.0,0.06612,0.01355
Mybphl,0.0,0.0,0.19212,0.0,0.05415,0.11877,0.0,0.06404,0.04323
Klk1,0.0,0.39672,0.19212,0.0,0.05415,0.0,0.0,0.19628,0.01354
C2cd6,0.0,0.19836,0.0,0.21676,0.37905,0.23755,0.10895,0.06612,0.23558
A930033H14Rik,0.0,0.0,0.19212,3.46818,2.5992,3.2663,2.61478,0.06404,2.98712
Cox7b2,0.0,0.19836,0.19212,0.43352,0.27075,0.65326,0.27237,0.13016,0.40748
Adam34,0.0,0.0,0.19212,0.05419,0.0,0.0,0.0,0.06404,0.01355
Khdc3,0.0,0.0,0.19212,0.05419,0.0,0.05939,0.05447,0.06404,0.04201
Tyr,0.0,0.59508,0.0,0.16257,0.1083,0.17816,0.2179,0.19836,0.16673
Mrgprd,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Olfr420,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Cpvl,0.0,0.19836,0.0,0.05419,0.05415,0.05939,0.05447,0.06612,0.05555
Gabra6,0.0,0.59508,0.19212,0.0,0.0,0.0,0.0,0.2624,0.0
Lbx2,0.0,0.0,0.19212,0.05419,0.1083,0.0,0.10895,0.06404,0.06786
Slc9b1,0.0,0.0,0.19212,0.70447,0.3249,0.4751,0.2179,0.06404,0.43059
Zfp936,0.0,0.19836,0.0,0.10838,0.0,0.11877,0.2179,0.06612,0.11126
Olfr622,0.0,0.0,0.19212,0.05419,0.0,0.0,0.0,0.06404,0.01355
Ces2a,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Mkrn2os,0.0,0.0,0.19212,0.97543,1.02885,1.4253,1.30739,0.06404,1.18424
Smco1,0.0,0.19836,0.0,0.0,0.05415,0.05939,0.05447,0.06612,0.042
Dsg1c,0.0,0.19836,0.0,0.97543,0.7581,1.18775,1.36187,0.06612,1.07078
Catsperg1,0.0,0.0,0.19212,0.16257,0.2166,0.11877,0.10895,0.06404,0.15172
Misp,0.0,0.19836,0.38424,0.05419,0.1083,0.41571,0.16342,0.1942,0.18541
Dlx3,0.0,0.19836,0.0,0.0,0.05415,0.11877,0.0,0.06612,0.04323
Cyp4f37,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Lrrc19,0.0,0.19836,0.38424,1.02962,0.6498,1.06897,0.32685,0.1942,0.76881
Cfd,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Lce1k,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Gm21083,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Ankrd7,0.0,0.19836,0.38424,0.05419,0.05415,0.05939,0.05447,0.1942,0.05555
Zp1,0.0,0.39672,0.19212,0.05419,0.16245,0.17816,0.27237,0.19628,0.16679
Ccl1,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Nat8f6,0.0,0.19836,0.0,0.0,0.05415,0.11877,0.10895,0.06612,0.07047
Dcstamp,0.0,0.19836,0.0,0.05419,0.0,0.23755,0.0,0.06612,0.07293
Ffar1,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Nkx3-2,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
2410137M14Rik,0.0,0.19836,0.0,0.0,0.16245,0.23755,0.27237,0.06612,0.16809
2410124H12Rik,0.0,0.19836,0.0,0.10838,0.05415,0.05939,0.0,0.06612,0.05548
Gdf15,0.0,0.79344,0.0,0.10838,0.1083,0.11877,0.05447,0.26448,0.09748
Krt6a,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Crtam,0.0,0.19836,0.0,0.05419,0.1083,0.0,0.0,0.06612,0.04062
Mmp8,0.0,0.19836,0.0,0.0,0.05415,0.05939,0.10895,0.06612,0.05562
Pnliprp2,0.0,0.19836,0.19212,0.0,0.05415,0.0,0.05447,0.13016,0.02716
Rps28,0.0,0.19836,0.19212,79.28039,77.21801,80.9449,82.96484,0.13016,80.10203
Aspdh,0.0,0.0,0.19212,1.51733,1.35375,1.18775,1.03502,0.06404,1.27346
Hnf4g,0.0,0.0,0.19212,0.05419,0.0,0.0,0.0,0.06404,0.01355
Akr1cl,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Sh2d4b,0.0,0.0,0.38424,2.54694,2.76165,3.62263,2.23346,0.12808,2.79117
Olah,0.0,0.19836,0.0,0.0,0.05415,0.05939,0.05447,0.06612,0.042
Erich6b,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Cyp3a25,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Pou1f1,0.0,0.19836,0.0,0.0,0.1083,0.05939,0.05447,0.06612,0.05554
Depdc1a,0.0,0.39672,0.38424,0.10838,0.2166,0.35632,0.4358,0.26032,0.27928
Pga5,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Olfr1183,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Ell3,0.0,0.59508,0.0,2.33018,2.32845,1.84101,1.96109,0.19836,2.11518
Olfr522,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Lrat,0.0,0.39672,0.0,0.32514,0.1083,0.11877,0.2179,0.13224,0.19253
Dpys,0.0,0.19836,0.0,0.43352,0.37905,0.23755,0.59922,0.06612,0.41234
Them7,0.0,0.19836,0.0,0.0,0.0,0.05939,0.0,0.06612,0.01485
Il5ra,0.0,0.0,0.19212,0.65028,0.1083,0.23755,0.10895,0.06404,0.27627
Trpc5os,0.0,0.19836,0.0,0.27095,0.27075,0.11877,0.10895,0.06612,0.19236
Smim22,0.0,0.0,0.19212,0.10838,0.16245,0.0,0.05447,0.06404,0.08133
Cryga,0.0,0.19836,0.38424,0.37933,0.3249,0.05939,0.10895,0.1942,0.21814
Pebp4,0.0,0.0,0.19212,0.16257,0.16245,0.05939,0.2179,0.06404,0.15058
Olfr523,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Cd244a,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Gm13090,0.0,0.0,0.19212,0.32514,0.37905,0.29694,0.10895,0.06404,0.27752
Iqcj,0.0,0.0,0.19212,0.75866,0.81225,0.59387,0.27237,0.06404,0.60929
Olfr830,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Myl10,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Grap2,0.0,0.9918,0.57636,0.37933,0.4332,0.4751,0.6537,0.52272,0.48533
Odaph,0.0,0.19836,0.0,0.10838,0.1083,0.0,0.05447,0.06612,0.06779
Reg4,0.0,0.0,0.19212,0.0,0.0,0.05939,0.05447,0.06404,0.02847
Csn1s2a,0.0,0.59508,0.0,0.0,0.0,0.0,0.0,0.19836,0.0
Gm536,0.0,0.39672,0.0,0.05419,0.1083,0.29694,0.05447,0.13224,0.12848
Tbx20,0.0,0.39672,0.38424,0.05419,0.16245,0.05939,0.0,0.26032,0.06901
Rdh16,0.0,0.19836,0.0,0.10838,0.1083,0.17816,0.0,0.06612,0.09871
Spink2,0.0,0.0,0.19212,0.05419,0.0,0.0,0.0,0.06404,0.01355
Foxn1,0.0,0.0,0.19212,0.05419,0.0,0.0,0.05447,0.06404,0.02717
Igfals,0.0,0.0,0.19212,0.10838,0.0,0.11877,0.16342,0.06404,0.09764
Olfr749,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Lipf,0.0,0.19836,0.0,0.0,0.05415,0.0,0.0,0.06612,0.01354
Adh4,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Trem1,0.0,0.0,0.19212,0.0,0.0,0.0,0.05447,0.06404,0.01362
Nkx2-5,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Dnmt3l,0.0,0.19836,0.0,0.05419,0.05415,0.17816,0.10895,0.06612,0.09886
Speer2,0.0,0.19836,0.0,0.0,0.0,0.05939,0.0,0.06612,0.01485
Vpreb1,0.0,0.19836,0.0,0.0,0.0,0.0,0.05447,0.06612,0.01362
Olfr781,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Acp4,0.0,0.0,0.19212,0.10838,0.16245,0.05939,0.2179,0.06404,0.13703
G6pc2,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Cox7c,0.0,0.39672,0.0,60.36798,60.81054,54.45816,42.38125,0.13224,54.50448
Ahsg,0.0,0.19836,0.19212,0.05419,0.05415,0.0,0.0,0.13016,0.02709
Agxt2,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Agtr1b,0.0,0.0,0.19212,0.0,0.2166,0.05939,0.16342,0.06404,0.10985
Esp3,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Krtap5-5,0.0,0.39672,0.0,0.0,0.0,0.0,0.0,0.13224,0.0
Cd8b1,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Bhmt2,0.0,0.0,0.19212,0.05419,0.1083,0.05939,0.0,0.06404,0.05547
Lao1,0.0,0.39672,0.0,0.0,0.0,0.0,0.05447,0.13224,0.01362
Gcm1,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Morn3,0.0,0.19836,0.0,0.05419,0.27075,0.05939,0.0,0.06612,0.09608
Ptpn20,0.0,0.0,0.38424,0.37933,0.4332,0.71265,0.49027,0.12808,0.50386
Stra6l,0.0,0.0,0.19212,0.16257,0.1083,0.0,0.0,0.06404,0.06772
Slc45a2,0.0,0.19836,0.0,0.05419,0.3249,0.05939,0.0,0.06612,0.10962
Fgf4,0.0,0.19836,0.0,1.138,1.57035,2.01917,2.61478,0.06612,1.83557
Gm10654,0.0,0.19836,0.0,0.65028,0.8664,0.4751,0.59922,0.06612,0.64775
Cpsf4l,0.0,0.0,0.19212,0.65028,0.6498,0.41571,0.32685,0.06404,0.51066
Hoxa10,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Gm4846,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Tnfsf13,0.0,0.19836,0.0,0.05419,0.27075,0.11877,0.16342,0.06612,0.15178
Isx,0.0,0.0,0.19212,0.05419,0.1083,0.05939,0.0,0.06404,0.05547
Pou2af1,0.0,0.39672,0.0,0.10838,0.1083,0.17816,0.2179,0.13224,0.15319
D630039A03Rik,0.0,0.19836,0.19212,0.32514,0.3249,0.53449,0.38132,0.13016,0.39146
Olfr448,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Ghrl,0.0,0.0,0.19212,1.02962,1.4079,1.48468,1.30739,0.06404,1.3074
Mycs,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Plac8l1,0.0,0.0,0.19212,0.05419,0.05415,0.05939,0.05447,0.06404,0.05555
Ces3a,0.0,0.19836,0.0,0.05419,0.0,0.0,0.0,0.06612,0.01355
Foxe3,0.0,0.39672,0.0,0.0,0.0,0.0,0.05447,0.13224,0.01362
Rhox8,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Cyp2d12,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Fbxl22,0.0,0.19836,0.0,1.08381,1.083,1.30652,0.6537,0.06612,1.03176
Gpr152,0.0,0.0,0.19212,0.0,0.16245,0.05939,0.0,0.06404,0.05546
Mrgpra4,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Fam217a,0.0,0.59508,0.0,0.37933,0.48735,0.65326,0.92607,0.19836,0.6115
Adam8,0.0,0.19836,0.19212,0.37933,0.59565,0.35632,0.59922,0.13016,0.48263
Mefv,0.0,0.0,0.57636,0.05419,0.0,0.0,0.0,0.19212,0.01355
Hand1,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Esp34,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Samd7,0.0,0.19836,0.38424,0.10838,0.0,0.0,0.10895,0.1942,0.05433
Dmrtc2,0.0,0.19836,0.0,0.0,0.05415,0.11877,0.0,0.06612,0.04323
Fut7,0.0,0.19836,0.0,0.05419,0.1083,0.0,0.05447,0.06612,0.05424
Ly6i,0.0,0.0,0.19212,0.05419,0.0,0.0,0.0,0.06404,0.01355
Dynlt1a,0.0,0.19836,0.0,2.16761,2.5992,1.78162,2.88715,0.06612,2.3589
Sycp1,0.0,0.0,0.19212,0.05419,0.0,0.05939,0.05447,0.06404,0.04201
Tmem81,0.0,0.39672,0.38424,3.03466,2.4909,2.07856,1.36187,0.26032,2.2415
Kcnj14,0.0,0.59508,0.19212,0.59609,0.81225,0.35632,0.59922,0.2624,0.59097
Tas1r2,0.0,0.0,0.38424,0.05419,0.05415,0.0,0.0,0.12808,0.02709
Cd3g,0.0,0.0,0.19212,0.05419,0.05415,0.0,0.05447,0.06404,0.0407
F2rl3,0.0,0.19836,0.19212,0.27095,0.16245,0.11877,0.16342,0.13016,0.1789
Spo11,0.0,0.0,0.19212,0.05419,0.0,0.17816,0.16342,0.06404,0.09894
AAdacl4fm3,0.0,0.0,0.38424,0.0,0.05415,0.0,0.0,0.12808,0.01354
Car6,0.0,0.19836,0.0,0.05419,0.0,0.05939,0.05447,0.06612,0.04201
Fut4,0.0,0.19836,0.0,0.43352,0.5415,0.4751,0.4358,0.06612,0.47148
Krtap9-1,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Ttc39d,0.0,0.0,0.19212,0.16257,0.1083,0.0,0.16342,0.06404,0.10857
Msx3,0.0,0.0,0.19212,0.10838,0.05415,0.11877,0.05447,0.06404,0.08394
Calhm4,0.0,0.0,0.19212,0.05419,0.0,0.0,0.05447,0.06404,0.02717
Olfr147,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Il17re,0.0,0.19836,0.57636,0.27095,0.37905,0.17816,0.16342,0.25824,0.2479
Htr2b,0.0,0.0,0.19212,1.30057,1.02885,0.71265,0.70817,0.06404,0.93756
Olfr447,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Vmn2r84,0.0,0.0,0.19212,1.73409,1.083,0.89081,0.59922,0.06404,1.07678
Tdh,0.0,0.0,0.19212,0.05419,0.05415,0.11877,0.16342,0.06404,0.09763
Vmn1r87,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
9130008F23Rik,0.0,0.39672,0.0,0.16257,0.05415,0.0,0.0,0.13224,0.05418
Nlrp4a,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Umod,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Krt14,0.0,0.0,0.19212,0.0,0.16245,0.0,0.05447,0.06404,0.05423
Lipc,0.0,0.19836,0.38424,0.37933,0.37905,0.11877,0.16342,0.1942,0.26015
Obp2b,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Hoxa2,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Mmp3,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Olfr532,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Prok1,0.0,0.19836,0.0,0.10838,0.1083,0.05939,0.0,0.06612,0.06902
Abhd16b,0.0,0.19836,0.0,0.0,0.05415,0.0,0.05447,0.06612,0.02716
BC048671,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Olfr881,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Gm9573,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Ovgp1,0.0,0.0,0.19212,0.97543,1.083,1.06897,0.2179,0.06404,0.83632
Ccdc7a,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Tekt3,0.0,0.0,0.19212,0.0,0.05415,0.11877,0.10895,0.06404,0.07047
Slc17a4,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Albfm1,0.0,0.19836,0.0,0.10838,0.1083,0.11877,0.16342,0.06612,0.12472
Nrg4,0.0,0.39672,0.38424,1.24638,0.81225,1.00958,0.98054,0.26032,1.01219
Gm7030,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Btg4,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Clec4g,0.0,0.0,0.19212,0.0,0.05415,0.05939,0.27237,0.06404,0.09648
Tcl1,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Lcn12,0.0,0.19836,0.0,0.0,0.0,0.05939,0.0,0.06612,0.01485
Gast,0.0,0.19836,0.38424,0.05419,0.1083,0.17816,0.10895,0.1942,0.1124
Cypt2,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Tas2r107,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Il17a,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Kif2b,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Mbl1,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Spertl,0.0,0.39672,0.0,0.21676,0.2166,0.17816,0.10895,0.13224,0.18012
Gpr33,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
4930519G04Rik,0.0,0.0,0.19212,0.0,0.0,0.0,0.05447,0.06404,0.01362
Eif4e1b,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Spatc1l,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Fabp1,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Sprr1a,0.0,0.0,0.19212,0.05419,0.0,0.0,0.0,0.06404,0.01355
Wdr64,0.0,0.19836,0.0,0.10838,0.0,0.0,0.2179,0.06612,0.08157
Mcpt4,0.0,0.0,0.19212,0.05419,0.0,0.0,0.05447,0.06404,0.02717
Krtap7-1,0.0,0.0,0.19212,0.05419,0.05415,0.0,0.0,0.06404,0.02709
Cdrt4,0.0,0.19836,0.0,0.16257,0.1083,0.0,0.05447,0.06612,0.08134
C4bp,0.0,0.19836,0.0,0.10838,0.1083,0.05939,0.10895,0.06612,0.09625
R3hdml,0.0,0.0,0.19212,0.05419,0.1083,0.05939,0.0,0.06404,0.05547
Serpinb1c,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Tlx1,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Lalba,0.0,0.0,0.38424,0.0,0.05415,0.0,0.0,0.12808,0.01354
Rps17,0.0,0.0,0.19212,70.2848,61.78524,70.90845,69.07381,0.06404,68.01307
Bhmt,0.0,0.0,0.38424,0.0,0.0,0.05939,0.05447,0.12808,0.02847
Gpbar1,0.0,0.19836,0.0,0.05419,0.1083,0.0,0.05447,0.06612,0.05424
Slfnl1,0.0,0.0,0.19212,0.05419,0.05415,0.11877,0.05447,0.06404,0.0704
Spata16,0.0,0.19836,0.19212,0.0,0.0,0.11877,0.0,0.13016,0.02969
Gm5737,0.0,0.19836,0.0,0.0,0.05415,0.23755,0.16342,0.06612,0.11378
Cdx1,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Tppp2,0.0,0.0,0.38424,0.05419,0.0,0.0,0.0,0.12808,0.01355
Cks2,0.0,0.19836,0.0,0.5419,0.92055,0.53449,0.54475,0.06612,0.63542
Tas2r105,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Akr1d1,0.0,0.19836,0.19212,0.0,0.0,0.0,0.10895,0.13016,0.02724
Clec2g,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Sdr16c6,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Serpina12,0.0,0.0,0.38424,0.10838,0.1083,0.17816,0.05447,0.12808,0.11233
Ccdc175,0.0,0.19836,0.0,0.05419,0.1083,0.05939,0.05447,0.06612,0.06909
Padi1,0.0,0.0,0.19212,0.10838,0.0,0.11877,0.05447,0.06404,0.07041
Cd209f,0.0,0.19836,0.0,0.16257,0.2166,0.0,0.10895,0.06612,0.12203
Krt72,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Trim40,0.0,0.19836,0.0,0.0,0.05415,0.05939,0.0,0.06612,0.02838
Vmn1r215,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Tgfbr3l,0.0,0.0,0.19212,0.5419,0.16245,0.23755,0.16342,0.06404,0.27633
Olfr982,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
4933428M09Rik,0.0,0.19836,0.38424,0.0,0.0,0.05939,0.0,0.1942,0.01485
Serinc4,0.0,0.0,0.19212,0.92123,0.8664,1.06897,0.4358,0.06404,0.8231
Gm6588,0.0,0.19836,0.19212,0.75866,0.59565,0.29694,0.05447,0.13016,0.42643
Anxa10,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Cer1,0.0,0.0,0.19212,0.32514,0.05415,0.23755,0.32685,0.06404,0.23592
Olfr558,0.0,0.39672,0.0,0.5419,0.1083,0.35632,0.10895,0.13224,0.27887
Olfr572,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
1700020D05Rik,0.0,0.59508,0.0,0.48771,0.3249,0.53449,0.10895,0.19836,0.36401
Hoxc13,0.0,0.0,0.38424,0.0,0.0,0.0,0.0,0.12808,0.0
Tomm20l,0.0,0.19836,0.19212,0.10838,0.1083,0.0,0.0,0.13016,0.05417
Noto,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
4930564C03Rik,0.0,0.19836,0.0,0.0,0.0,0.0,0.05447,0.06612,0.01362
Prss54,0.0,0.0,0.38424,0.16257,0.1083,0.11877,0.10895,0.12808,0.12465
Hsfy2,0.0,0.19836,0.0,0.0,0.0,0.0,0.10895,0.06612,0.02724
Olfr25,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
1700012P22Rik,0.0,0.0,0.19212,0.05419,0.0,0.05939,0.0,0.06404,0.02839
Scgb3a2,0.0,0.39672,0.0,0.0,0.05415,0.0,0.0,0.13224,0.01354
9930111J21Rik1,0.0,0.0,0.57636,0.43352,0.5415,0.83142,0.54475,0.19212,0.5878
Hnf4a,0.0,0.19836,0.38424,0.0,0.0,0.0,0.0,0.1942,0.0
Dpep3,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Cd55b,0.0,0.19836,0.0,0.05419,0.0,0.0,0.0,0.06612,0.01355
Fxyd3,0.0,0.0,0.57636,0.05419,0.05415,0.05939,0.0,0.19212,0.04193
Hand2,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Hoxb9,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Hoxb6,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Pla2g2f,0.0,0.0,0.19212,0.0,0.0,0.0,0.10895,0.06404,0.02724
Foxp3,0.0,0.19836,0.0,0.32514,0.37905,0.29694,0.27237,0.06612,0.31838
Asic3,0.0,0.0,0.19212,0.32514,0.37905,0.17816,0.05447,0.06404,0.23421
Olfr1289,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Gsdmc,0.0,0.19836,0.0,0.05419,0.0,0.0,0.0,0.06612,0.01355
Gm6760,0.0,0.19836,0.19212,0.0,0.0,0.0,0.0,0.13016,0.0
Prss38,0.0,0.19836,0.0,0.10838,0.05415,0.11877,0.0,0.06612,0.07033
Il4i1b,0.0,0.0,0.19212,0.05419,0.05415,0.11877,0.0,0.06404,0.05678
Tpbpa,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Btg3,0.0,0.0,0.38424,0.21676,0.2166,0.0,0.10895,0.12808,0.13558
Epb42,0.0,0.0,0.19212,0.27095,0.05415,0.89081,0.27237,0.06404,0.37207
Ube2u,0.0,0.19836,0.0,0.0,0.05415,0.05939,0.05447,0.06612,0.042
Ceacam18,0.0,0.39672,0.0,0.0,0.0,0.11877,0.0,0.13224,0.02969
Ct55,0.0,0.0,0.19212,0.16257,0.16245,0.4751,0.27237,0.06404,0.26812
Ucp1,0.0,0.19836,0.0,0.05419,0.05415,0.0,0.0,0.06612,0.02709
Gckr,0.0,0.19836,0.0,0.10838,0.0,0.05939,0.10895,0.06612,0.06918
Ctse,0.0,0.0,0.19212,0.05419,0.0,0.11877,0.16342,0.06404,0.0841
Aqp5,0.0,0.0,0.38424,0.21676,0.2166,0.17816,0.05447,0.12808,0.1665
Il25,0.0,0.0,0.38424,0.16257,0.27075,0.17816,0.05447,0.12808,0.16649
Fcamr,0.0,0.39672,0.0,0.0,0.0,0.0,0.0,0.13224,0.0
H3f3c,0.0,0.19836,0.0,0.05419,0.05415,0.17816,0.0,0.06612,0.07163
Ppy,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Eif4a3l1,0.0,0.0,0.19212,0.0,0.05415,0.0,0.0,0.06404,0.01354
Myod1,0.0,0.0,0.19212,0.0,0.0,0.05939,0.05447,0.06404,0.02847
Apobec4,0.0,0.19836,0.0,0.16257,0.2166,0.41571,0.16342,0.06612,0.23958
Otop3,0.0,0.19836,0.38424,0.05419,0.05415,0.05939,0.16342,0.1942,0.08279
Dok2,0.0,0.19836,0.0,0.32514,0.59565,0.65326,0.4358,0.06612,0.50246
Phox2b,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Aqp7,0.0,0.39672,0.0,0.05419,0.1083,0.05939,0.0,0.13224,0.05547
Ccdc188,0.0,0.19836,0.0,1.57152,1.5162,0.89081,1.08949,0.06612,1.26701
Olfr657,0.0,0.19836,0.0,0.0,0.0,0.0,0.0,0.06612,0.0
Slc16a5,0.0,0.19836,0.0,1.30057,1.2996,1.4253,1.47081,0.06612,1.37407
Gfra3,0.0,0.19836,0.0,0.0,0.0,0.05939,0.10895,0.06612,0.04208
Orm2,0.0,0.0,0.19212,0.0,0.0,0.0,0.0,0.06404,0.0
Gm35060,0.0,0.19836,0.0,0.0,0.0,0.0,0.2179,0.06612,0.05447
Apol11b,0.0,0.19836,0.19212,0.16257,0.37905,0.53449,0.32685,0.13016,0.35074
